name,latitude,longitude
Growing Efficient Deep Networks by Structured Continuous Sparsification,42.93404,-85.58419
To BERT or Not To BERT: Comparing Speech and Language-based Approaches for Alzheimer's Disease Detection,0.577368,101.424866
Efficient Neural Query Auto Completion,19.010975,72.822266
Is Supervised Syntactic Parsing Beneficial for Language Understanding? An Empirical Investigation,47.69361,17.6275
End-to-End Neural Transformer Based Spoken Language Understanding,29.354658,47.941666
Patent prior art search using deep learning language model,48.76547,2.288495
PTT5: Pretraining and validating the T5 model on Brazilian Portuguese data.,35.139835,129.09828
A Hybrid Chinese Conversation model based on retrieval and generation,15.492365,74.9827
Adversarial Watermarking Transformer: Towards Tracing Text Provenance with Data Hiding,35.69332,139.67952
Multi-Modal Embeddings Using Multi-Task Learning for Emotion Recognition,46.463604,-80.964005
Critical Thinking for Language Models.,45.834415,16.035778
Dialogue Response Ranking Training with Large-Scale Human Feedback Data,22.335896,114.14935
LVBERT: Transformer-Based Model for Latvian Language Understanding,35.479374,-97.52487
Lifelong Language Knowledge Distillation,10.783273,106.694725
A Fast and Robust BERT-based Dialogue State Tracker for Schema-Guided Dialogue Dataset,-26.710295,27.862392
"LUKE: Deep Contextualized Entity Representations with Entity-aware
  Self-attention",31.720295,70.83276
Multiple Word Embeddings for Increased Diversity of Representation,55.733116,37.568394
Semi-Supervised Speech-Language Joint Pre-Training for Spoken Language Understanding,12.844778,77.6632
fairseq S2T: Fast Speech-to-Text Modeling with fairseq,50.313316,18.781094
"Vokenization: Improving Language Understanding with Contextualized,
  Visual-Grounded Supervision",20.71609,76.561905
Human-centric Dialog Training via Offline Reinforcement Learning,-17.92241,-51.71764
Improving BERT Performance for Aspect-Based Sentiment Analysis.,31.798056,-85.95389
Rethinking embedding coupling in pre-trained language models,35.20344,-85.91967
Hybrid Emoji-Based Masked Language Models for Zero-Shot Abusive Language Detection,37.751255,112.71265
German's Next Language Model,40.18622,29.103449
LM4KG: Improving Common Sense Knowledge Graphs with Language Models,48.156494,11.623293
Our Puny Boundaries: Why the Craving for Carving Up the Nineteenth Century?,34.33142,108.7138
ABNIRML: Analyzing the Behavior of Neural IR Models,32.05506,20.054071
A 43 Language Multilingual Punctuation Prediction Neural Network Model,40.750748,-73.98339
Style Attuned Pre-Training and Parameter Efficient Fine-Tuning for Spoken Language Understanding,-37.80431,175.28229
Utilizing Bidirectional Encoder Representations from Transformers for Answer Selection,45.500504,-122.68752
Ghmerti at SemEval-2019 Task 6: A Deep Word- and Character-based Approach to Offensive Language Identification,18.004793,-76.74681
Machine Reading Comprehension for Answer Re-Ranking in Customer Support Chatbots,52.208866,21.013119
Harvey Mudd College at SemEval-2019 Task 4: The Clint Buchanan Hyperpartisan News Detector,30.409117,55.980373
Pretrain-KGE: Learning Knowledge Representation from Pretrained Language Models,29.57926,103.761986
Alignment-free Cross-lingual Semantic Role Labeling,30.080456,31.29623
Personalizing universal recurrent neural network language model with user characteristic features by social network crowdsourcing,-22.288273,-45.66454
Are Pretrained Language Models Symbolic Reasoners over Knowledge?,44.982334,-93.26938
Revisiting Representation Degeneration Problem in Language Modeling,52.41458,9.631105
Grounded Compositional Outputs for Adaptive Language Modeling,43.81769,11.200643
A Hybrid Neural Network BERT-Cap Based on Pre-Trained Language Model and Capsule Network for User Intent Classification,37.35242,-79.18018
Two Semi-Supervised Training Approaches for Automated Text Recognition,35.78235,139.50592
Enhancing deep neural networks with morphological information,33.656204,-84.42441
MiniVLM: A Smaller and Faster Vision-Language Model.,54.850475,83.104416
LSTM based Ensemble Network to enhance the learning of long-term dependencies in chatbot,37.086807,114.50773
Segatron: Segment-Aware Transformer for Language Modeling and Understanding,10.662223,106.72113
Unified Mandarin TTS Front-end Based on Distilled BERT Model,22.948269,88.53094
Cloze Distillation: Improving Neural Language Models with Human Next-Word Prediction,53.181316,45.002304
Intermediate Self-supervised Learning for Machine Translation Quality Estimation,9.684694,80.02192
Evaluating Pretrained Transformer-based Models on the Task of Fine-Grained Named Entity Recognition,35.28459,139.67
UPB at SemEval-2020 Task 6: Pretrained Language Models for Definition Extraction,-6.284702,107.170555
Assessing Discourse Relations in Language Generation from GPT-2.,50.07217,19.998655
A Theoretical Analysis of the Repetition Problem in Text Generation,45.783905,4.867234
A BERT-based Hierarchical Model for Vietnamese Aspect Based Sentiment Analysis,33.523163,71.44571
PGSG at SemEval-2020 Task 12: BERT-LSTM with Tweets＊ Pretrained Model and Noisy Student Training Method,50.339413,30.48095
DynaSent: A Dynamic Benchmark for Sentiment Analysis,50.819168,-0.116944
Representing absence of evidence: why algorithms<i>and</i>representations matter in models of language and cognition,44.923935,25.457483
KS@LTH at SemEval-2020 Task 12: Fine-tuning Multi- and Monolingual Transformer Models for Offensive Language Detection,49.54683,11.019344
Ask2Transformers: Zero-Shot Domain labelling with Pre-trained Language Models,-2.543695,-44.29207
Contextual BERT: Conditioning the Language Model Using a Global State,52.41136,16.917746
Survey on Automatic Text Summarization and Transformer Models Applicability,50.632732,3.04644
HW-TSC＊s Participation in the WMT 2020 News Translation Shared Task,-34.59327,-58.383022
HIGhER: Improving instruction following with Hindsight Generation for Experience Replay,31.89309,117.17087
Alibaba＊s Submission for the WMT 2020 APE Shared Task: Improving Automatic Post-Editing with Pre-trained Conditional Cross-Lingual BERT,-29.896572,-50.263496
Extended Study on Using Pretrained Language Models and YiSi-1 for Machine Translation Evaluation.,63.454945,10.445254
KFU NLP Team at SMM4H 2020 Tasks: Cross-lingual Transfer Learning with Pretrained Language Models for Drug Reactions,50.37581,3.067623
Are we there yet? Learning to localize in embodied instruction following,49.903236,-97.15828
PGL at TextGraphs 2020 Shared Task: Explanation Regeneration using Language and Graph Learning Methods,43.56006,1.465051
What All Do Audio Transformer Models Hear? Probing Acoustic Representations for Language Delivery and Its Structure,47.356144,123.954765
Word Alignment by Fine-tuning Embeddings on Parallel Corpora,-42.785877,-65.00579
"Martti Koskenniemi, the Mainstream, and Self-Reflectivity",39.034332,-76.87588
A study of Turkish emotion classification with pretrained language models,42.151047,24.73058
Sentiment Analysis Of Government Policy On Corona Case Using Naive Bayes Algorithm,48.382477,-4.6213
Visually Analyzing Contextualized Embeddings,43.557262,1.462886
Less is More: Pre-training a Strong Siamese Encoder Using a Weak Decoder.,49.387688,1.068774
Application of Tensor Train Decomposition in S2VT Model for Sign Language Recognition,24.301493,54.6959
Spelling Error Correction with BERT based on Character-Phonetic,39.443752,-0.373611
LogME: Practical Assessment of Pre-trained Models for Transfer Learning,55.70106,37.576298
Enhancing Transformer-based language models with commonsense representations for knowledge-driven machine comprehension,42.996387,-89.42783
"The True Perplexity: The Guide of the Perplexed Part II, Chapter 24",17.406012,78.50555
Development of integral model of speech recognition system for Uzbek language,52.51317,13.395794
Does the Magic of BERT Apply to Medical Code Assignment? A Quantitative Study,25.043816,121.613846
"TextFlint: Unified Multilingual Robustness Evaluation Toolkit for
  Natural Language Processing",29.717394,-95.40183
Compressing Visual-linguistic Model via Knowledge Distillation,55.71506,9.537183
Warped Language Models for Noise Robust Language Understanding,30.864746,77.11827
Improving Biomedical Pretrained Language Models with Knowledge,48.847115,2.357259
Development of Speech Recognition Systems in Emergency Call Centers,52.41977,-4.066515
Privacy-Adaptive BERT for Natural Language Understanding,28.541758,77.17476
A reproduction of Apple＊s bi-directional LSTM models for language identification in short strings,36.770832,3.055556
Self-Training Pre-Trained Language Models for Zero- and Few-Shot Multi-Dialectal Arabic Sequence Labeling,37.417713,-122.14322
Comparative Question Answering System based on Natural Language Processing and Machine Learning,60.40561,5.324772
How to Train BERT with an Academic Budget,22.420914,114.203926
HerBERT: Efficiently Pretrained Transformer-based Language Model for Polish.,50.044216,36.288094
A Turkish Question Answering System Based on Deep Learning Neural Networks,39.956783,-75.19309
Machine Translation Decoding beyond Beam Search,52.302902,20.982267
Mitigating Political Bias in Language Models through Reinforced Calibration,31.448198,74.26802
Low-Resource Named Entity Recognition via the Pre-Training Model,41.164715,-73.19017
Addressing topic modeling with a multi-objective optimization approach based on swarm intelligence,30.027433,31.491596
KoreALBERT: Pretraining a Lite BERT Model for Korean Language Understanding,40.771,-80.321
Reranking machine translation hypotheses with structured and web-based language models,51.27353,-0.7654382
Exploring the use of Common Label Set to Improve Speech Recognition of Low Resource Indian Languages,39.840576,-89.64657
"Fcl-Taco2: Towards Fast, Controllable and Lightweight Text-to-Speech Synthesis",32.24181,-110.94635
Transformers for Clinical Coding in Spanish,45.4477,-75.61876
Disentangled Speaker and Language Representations Using Mutual Information Minimization and Domain Adaptation for Cross-Lingual TTS,36.65265,127.49539
Multilingual Text &amp; Handwritten Digit Recognition and Conversion of Regional languages into Universal Language Using Neural Networks,37.410824,-122.01787
Mixed Precision Quantization of Transformer Language Models for Speech Recognition,55.713627,37.687607
Distributed Representation Computation Using CBOW Model and Skip每gram Model,35.879402,139.51762
An Improved English-to-Mizo Neural Machine Translation,38.8923,-77.03198
UDALM: Unsupervised Domain Adaptation through Language Modeling,47.91566,106.97172
Towards BERT-based Automatic ICD Coding: Limitations and Opportunities,36.36151,127.38481
Exploring Text-to-Text Transformers for English to Hinglish Machine Translation with Synthetic Code-Mixing,35.69093,-106.02122
ULMFiT at GermEval-2018: A Deep Neural Language Model for the Classification of Hate Speech in German Tweets,45.762253,126.63621
Are we there yet? Exploring clinical domain knowledge of BERT models,51.705315,19.48002
A Global Past-Future Early Exit Method for Accelerating Inference of Pre-trained Language Models,10.287254,-67.62328
ERNIE-Gram: Pre-Training with Explicitly N-Gram Masked Language Modeling for Natural Language Understanding,35.709824,139.72958
OCFormer: A Transformer-Based Model For Arabic Handwritten Text Recognition,50.673527,3.166954
As Good as New. How to Successfully Recycle English GPT-2 to Make Models for Other Languages,28.190895,112.98137
Training Compact Models for Low Resource Entity Tagging using Pre-trained Language Models,9.013955,38.811886
R-Drop: Regularized Dropout for Neural Networks,40.7899,-73.95336
"Learning Contextual Representations for Semantic Parsing with
  Generation-Augmented Pre-Training",37.9417,23.653
A Configurable Multilingual Model is All You Need to Recognize All Languages,25.741459,-80.294266
Contextualized query expansion via unsupervised chunk selection for text retrieval,32.102215,34.850605
Topic Modeling: Comparison of LSA and LDA on Scientific Publications,38.943916,-77.32132
Persian Language Model based on BiLSTM Model on COVID-19 Corpus,43.562588,1.500907
Minimum Word Error Rate Training with Language Model Fusion for End-to-End Speech Recognition,-33.773075,151.096
Performance of Czech Speech Recognition with Language Models Created from Public Resources,4.515485,114.01796
Amazigh spell checker using Damerau-Levenshtein algorithm and N-gram,25.043573,121.613045
TopicBERT: A Topic-Enhanced Neural Language Model Fine-Tuned for Sentiment Classification,43.15709,2.965987
Ultra Fast Speech Separation Model with Teacher Student Learning,39.951508,116.39305
Chatbot Interaction with Artificial Intelligence: human data augmentation with T5 and language transformer ensemble for text classification,43.65387,-79.38326
Sentiment Classification Algorithm Based on the Cascade of BERT Model and Adaptive Sentiment Dictionary,34.000286,71.47668
A Survey on Sentiment Analysis and Opinion Mining in Greek Social Media,43.721603,-79.37691
Modeling Bilingual Lexical Processing Through Code-Switching Speech: A Network Science Approach,23.778097,90.37157
VALUE: A Multi-Task Benchmark for Video-and-Language Understanding Evaluation,48.734077,-3.459462
slimIPL: Language-Model-Free Iterative Pseudo-Labeling,38.90163,-77.04124
Leveraging Pre-Trained Language Model for Speech Sentiment Analysis,19.289186,-99.14894
Data Augmentation for Spoken Language Understanding via Pretrained Language Models,34.98442,-101.91337
Intent Detection and Slot Filling for Vietnamese,26.27773,-81.739815
Transformers: ※The End of History§ for Natural Language Processing?,-0.369685,35.93585
Raise a Child in Large Language Model: Towards Effective and Generalizable Fine-tuning,36.141766,-86.80374
Cross-sentence Neural Language Models for Conversational Speech Recognition,32.733707,74.848694
Clickbait Detection in Telugu: Overcoming NLP Challenges in Resource-Poor Languages using Benchmarked Techniques,40.667625,-73.978546
Fast Contextual Adaptation with Neural Associative Memory for On-Device Personalized Speech Recognition,55.75608,37.379574
Class-based N-gram language difference models for data selection.,34.56971,105.70278
Clinical Trial Information Extraction with BERT,42.45344,-79.33697
Introducing Various Semantic Models for Amharic: Experimentation and Evaluation with Multiple Tasks and Datasets,-23.460663,-46.58266
srBERT: automatic article classification model for systematic review using BERT,40.995052,28.695988
Aspect-Based Sentiment Analysis in Hindi Language by Ensembling Pre-Trained mBERT Models,45.84527,-88.04241
Language Representation Models: An Overview,47.483223,19.079523
A study on the challenges and opportunities of speech recognition for Bengali language,55.08183,36.583935
Large-Scale Relation Learning for Question Answering over Knowledge Bases with Pre-trained Language Models,53.33607,-6.266777
Less is More: Pretrain a Strong Siamese Encoder for Dense Text Retrieval Using a Weak Decoder,18.424168,73.75833
True Few-Shot Learning with Language Models,27.713526,112.00624
Natural Language Processing Enhances Prediction of Functional Outcome After Acute Ischemic Stroke,14.577659,120.98567
Study of Morphological Factors of Factored Language Models for Russian ASR,42.020454,-73.91007
Models and Datasets for Cross-Lingual Summarisation,50.609604,3.137993
Development of accurate automated language identification model using polymer pattern and tent maximum absolute pooling techniques,26.0762,119.342926
Probabilistic Document Length Priors for Language Models,3.051727,101.72479
Live Streaming Speech Recognition Using Deep Bidirectional LSTM Acoustic Models and Interpolated Language Models,15.369475,75.121315
How to Train BERT with an Academic Budget,36.04766,103.86699
Stock Price Prediction Using Sentiment Analysis,25.4137,81.8491
Investigating the Efficient Use of Word Embedding with Neural-Topic Models for Interpretable Topics from Short Texts,32.95403,117.37596
Two-stage language models for information retrieval,-31.43401,-64.19449
E2E-V2SResNet: Deep residual convolutional neural networks for end-to-end video driven speech synthesis,34.142406,-118.14417
Computer multimedia assisted language and literature teaching using Heuristic hidden Markov model and statistical language model,8.626594,77.03372
Chinese Named Entity Recognition in the Geoscience Domain Based on BERT,45.06316,7.660711
Improving Mandarin End-to-End Speech Recognition With Word N-Gram Language Model,38.991146,-76.943665
Term-specific smoothing for the language modeling approach to information retrieval,30.481773,114.32268
AP-BERT: enhanced pre-trained model through average pooling,47.31331,5.072819
ETEH: Unified Attention-Based End-to-End ASR and KWS Architecture,5.53265,-73.364685
Delta Tuning: A Comprehensive Study of Parameter Efficient Methods for Pre-trained Language Models,52.42849,13.534479
End-to-End Transformer Based Model for Image Captioning,41.78521,-73.73385
BioBART: Pretraining and Evaluation of A Biomedical Generative Language Model,43.833122,87.62772
Adversarial Mask Transformer for Sequential Learning,30.581451,114.29573
TaleBrush: Sketching Stories with Generative Pretrained Language Models,37.954876,112.5294
Efficient Adapter Transfer of Self-Supervised Speech Models for Automatic Speech Recognition,35.421818,137.14525
Training Compute-Optimal Large Language Models,33.68274,44.6073
Prediction of RNA每protein interactions using a nucleotide language model,37.775047,-122.42696
Vision-Language Transformer for Interpretable Pathology Visual Question Answering,51.44297,5.469018
SLUE: New Benchmark Tasks For Spoken Language Understanding Evaluation on Natural Speech,47.044487,15.479626
Transfer Learning Approaches for Building Cross-Language Dense Retrieval Models,31.221947,121.4147
"Scaling Language Models: Methods, Analysis & Insights from Training
  Gopher",21.480368,83.8837
An Exploration of Prompt Tuning on Generative Spoken Language Model for Speech Processing Tasks,44.46178,-93.183655
Investigation of improving the pre-training and fine-tuning of BERT model for biomedical relation extraction,45.530167,10.936304
ERNIE-GeoL: A Geography-and-Language Pre-trained Model and its Applications in Baidu Maps,37.460644,-122.04138
Prediction of Linear Cationic Antimicrobial Peptides Active against Gram-Negative and Gram-Positive Bacteria Based on Machine Learning Models,29.848616,31.336723
Multi-Task Language Modeling for Improving Speech Recognition of Rare Words,51.39734,0.53747
LMPred: predicting antimicrobial peptides using pre-trained language models and deep learning,1.297461,103.7803
Human Language Understanding &amp; Reasoning,34.708008,135.6438
OPT: Open Pre-trained Transformer Language Models,40.376812,-82.39624
From Bag-of-Words to Pre-trained Neural Language Models: Improving Automatic Classification of App Reviews for Requirements Engineering,56.0474,14.14638
A Higher-Order N-gram Model to Enhance Automatic Word Prediction for Assamese Sentences Containing Ambiguous Words,55.65988,37.646015
Perplexity,30.423811,-97.74795
Rejection strategies for offline handwritten sentence recognition,47.352757,8.573346
Moral Perplexity,35.413986,0.129604
Bayesian extension to the language model for ad hoc information retrieval,47.526352,19.032995
Sentiment Classification in Bengali News Comments using a hybrid approach with Glove,31.107084,121.60909
Webformer,48.7331,19.1455
Unsupervised Cross-lingual Representation Learning at Scale,39.72991,-89.619156
Reconstructing the cascade of language processing in the brain using the internal computations of a transformer-based language model,43.681587,-92.96782
Bangla-BERT: Transformer-Based Efficient Model for Transfer Learning and Language Understanding,51.7476,-1.2764
HelixFold-Single: MSA-free Protein Structure Prediction by Using Protein Language Model as an Alternative,49.207703,16.590883
Language database construction method based on big data and deep learning,19.04426,72.91242
Predicting dementia from spontaneous speech using large language models,45.42088,-75.702965
VL-ADAPTER: Parameter-Efficient Transfer Learning for Vision-and-Language Tasks,50.704548,7.102966
Large Language Models Encode Clinical Knowledge,43.2569,5.40498
ChatGPT in Drug Discovery,25.521566,103.75111
COVID-Twitter-BERT: A natural language processing model to analyse COVID-19 content on Twitter,45.920834,6.159722
RATE-OF-SPEECH MODELING FOR LARGE VOCABULARY CONVERSATIONAL SPEECH RECOGNITION,27.26949,56.438625
On enhancing katz-smoothing based back-off language model,39.936928,116.42663
Perplexity and Ultimacy: Metaphysical Thoughts from the Middle,46.229393,6.134266
Language models for automatic speech recognition : construction and complexity control,43.646503,3.869094
Provocations: Sylvia Ashton-Warner and Excitability in Education,42.085278,-71.39889
Experimental evaluation of Italian language models for large-dictionary speech recognition.,55.748768,37.695663
Intellectual Property in the Global Trading System: EU-China Perspective,52.208126,20.983734
USING DEPENDENCY PATHS FOR ANSWERING DEFINITION QUESTIONS ON THE WEB,40.58549,-74.08524
N-gram Distributions in Texts as Proxy for Textual Fingerprints,35.685555,-117.69194
An intonation model for embedded devices based on natural F0 samples,43.19366,-77.58776
A new based distance language model for a dictation machine: application to MAUD,32.76143,35.019516
Demonstrative Astronomy: Notes On Levi Ben Gersom＊s Answer To Guide II.24,47.247475,-1.552634
Applying grammatical inference in learning a language model for oral dialogue,43.71579,7.26742
Recognized phoneme-based N-gram modeling in automatic language identification,40.819817,14.182885
Parallel Texts Extraction from Multimodal Comparable Corpora,28.929909,53.63248
Class-based variable memory length Markov model,23.14897,113.3581
Using Large N-gram for Vietnamese Spell Checking,51.5169,-0.237365
Perplexity analysis of obesity news coverage.,50.779205,4.351736
Word-Graph Based Applications for Handwriting Documents: Impact of Word-Graph Size on Their Performances,43.24033,5.438807
Multilingual Vandalism Detection Using Language-Independent & Ex Post Facto Evidence,18.93132,72.8332
An improved MAP method for language model adaptation,37.744568,115.66233
France Telecom R&D Beijing Word Segmenter for Sighan Bakeoff 2006,32.609505,44.00384
Text mining and probabilistic language modeling for online review spam detecting,47.365833,8.497778
An SMT-driven Authoring Tool,-7.932269,112.60014
Slovenian spontaneous speech recognition and acoustic modeling of filled pauses and onomatopoeas,10.996287,-74.7911
Getting more from automatic transcripts for semi-supervised language modeling,37.427628,-122.16701
Language modeling for spoken dialogue system based on sentence transformation and filtering using predicate-argument structures,34.780033,113.80636
Vocabulary Filtering for Term Weighting in Archived Question Search,35.974762,-78.88028
An Article Language Model for BBS Search,-2.999396,104.77055
On-the-fly Topic Adaptation for YouTube Video Transcription,-37.99721,-57.546314
Translation Model of Myanmar Phrases for Statistical Machine Translation,-42.784595,-65.00897
A Trigram Statistical Language Model Algorithm for Chinese Word Segmentation,-33.91724,151.23122
Improved strategies for a zero oov rate LVCSR system,40.6795,-74.2319
Effective Term Weighting for Sentence Retrieval,32.943493,74.95341
The Russian Language Text Corpus for Testing Algorithms of Topic Model,35.078243,136.90584
Statistical approaches for natural language modelling and monotone statistical machine translation,42.399967,25.571154
Correlation between Similarity Measures for Inter-Language Linked Wikipedia Articles,40.80614,111.67279
"Generation, Implementation and Appraisal of an N-gram based Stemming
  Algorithm",39.48076,-0.406416
A language model for compound words in speech recognition,41.062,-80.043
Extended multi-word trigger pair language model using data mining technique,43.636024,3.865557
Hindi-English speech-to-speech translation system for travel expressions,42.399876,-71.25806
Automatic Language Identification Using Phoneme and Automatically Derived Unit Strings,51.527367,-0.104267
Enhancing information retrieval through concept-based language modeling and semantic smoothing,43.040764,-89.35403
Better Language Models with Model Merging,55.569706,9.747144
An Approach for Improving Thai Text Entry on Touch Screen Mobile Phones Based on Distance and Statistical Language Model,45.783817,4.873281
Question Prediction Language Model,45.78389,4.868926
Building Language Models for Tamil Speech Recognition System,35.64574,139.40973
Combining Topic Specific Language Models,50.923065,6.366574
MUDOS-NG: Multi-document Summaries Using N-gram Graphs (Tech Report),28.421907,77.52579
A Semantics-Enhanced Language Model for Unsupervised Word Sense Disambiguation,36.36939,127.36402
An Information Retrieval Model Based on Semantics,38.75825,-93.73954
A Pragmatic Chinese Word Segmentation System,6.89417,3.71863
Easing Erroneous Translations in Cross-Language Image Retrieval Using Word Associations,-7.193848,107.881676
Towards the exploitation of statistical language models for plagiarism detection with reference,36.801357,5.751528
Domain N-Gram Construction and Its Application to Text Editor,30.859432,41.198986
UBY-LMF - Exploring the Boundaries of Language-Independent Lexicon Models,44.533203,-87.921524
Automatic dialogue acts classification in Slovak dialogues,55.70084,12.593066
Speech recognition applied to reading assistance for children: a baseline language model,48.837307,7.799991
Highly-Inflected Language Generation Using Factored Language Models,48.827263,2.382753
Turkish dictation sytem for broadcast news applications,36.843716,10.196716
Sentence Compression in Spanish driven by Discourse Segmentation and Language Models,48.3957,11.7304
Phonotactic spoken language identification with limited training data,0.762747,127.336266
Block-Based Language Modeling Approach Towards Web Search,42.653206,-73.776276
Transducer-based speech recognition with dynamic language models,50.46251,30.651417
N-gram based text classification for Persian newspaper corpus,47.838608,1.945258
Effectiveness of the backoff hierarchical class n-gram language models to model unseen events in speech recognition,43.661503,10.628533
Development of SRI＊s 1997 Broadcast News Transcription System,41.506046,-81.60869
Crowd-supervised training of spoken language systems,42.28184,-89.66837
Multi-lingual Indexing Support for CLIR using Language Modeling.,43.696373,7.306743
Language identification using vector quantization,40.58453,-105.05754
Low-frequency word enhancement with similar pairs in speech recognition,55.480186,-4.575773
Psychic Costs and Factor Price Equalization,36.668724,117.04772
Integration of Multiple Bilingually-Learned Segmentation Schemes into Statistical Machine Translation,14.079378,100.603806
A grammatical approach to reducing the statistical sparsity of language models in natural domains,23.204847,77.452324
Character-Based Handwritten Text Recognition of Multilingual Documents,46.10938,7.08444
Due Process and the Introduction of New Technology: The Institution of Video Teleconferencing,28.199621,112.86939
Improvements on transducing syllable lattice to word lattice for keyword search,33.794724,-79.011665
Using context-dependent interpolation to combine statistical language and translation models for interactive machine translation,43.668,-79.39496
Effects of language modeling on speech-driven question answering,42.67262,23.366322
Implementing a Domain-specific Language for Model-based Drug Development,37.867016,138.94252
LDA-based LM adaptation using latent semantic marginals and minimum discriminant information,59.348366,18.069471
Search Using N-gram Technique Based Statistical Analysis for Knowledge Extraction in Case Based Reasoning Systems,-35.343464,149.1585
Adapting language models for frequent fixed phrases by emphasizing n-gram subsets,-25.493353,-54.563255
DalTREC 2005 Spam Track: Spam Filtering using N-gram-based Techniques,25.019526,121.40098
JHU System Combination Scheme for WMT 2010,30.976194,104.282394
Improved Extraction Assessment through Better Language Models,30.914248,75.82428
SPONTANEOUS SPEECH RECOGNITION FOR ROMANIAN IN SPOKEN DIALOGUE SYSTEMS,47.263317,11.387461
Syntactic and Semantic Disambiguation of Numeral Strings Using an N-Gram Method,44.848713,11.060123
Mining of association patterns for language modeling,48.143257,11.548181
Discriminative training of n-gram classifiers for speech and text routing,45.459183,9.195342
A Novel Approach for Treating Uncertain Rule-based Knowledge Conflicts,-7.021314,110.461876
Automatic speech recognition for polish in a computer game interface,36.628296,127.45829
Online adaptive learning for speech recognition decoding,38.98597,-77.09043
An Empirical Evaluation of Stop Word Removal in Statistical Machine Translation,42.353546,-71.06104
Evaluating Parsing Schemes with Entropy Indicators.,34.085983,74.79879
"DCU@FIRE2010: Term Conflation, Blind Relevance Feedback, and Cross-Language IR with Manual and Automatic Query Translation",40.659267,-111.8918
Multi-Span statistical language modeling for large vocabulary speech recognition,32.833565,-117.27501
Integrating detailed information into a language model,25.293976,51.50281
Hybrid speech recognition system with discriminative training applied for Romanian language,48.881706,2.358421
A non-learning approach to spelling correction in web queries,53.42911,14.564136
Contextual Information and Specific Language Models for Spoken Language Understanding,47.71112,40.20668
Triggering individual word domains in n-gram language models,38.67411,-90.39671
Use of the Derin's algorithm in hidden semi-Markov models for automatic speech recognition,34.93889,-81.030556
Multiple text segmentation for statistical language modeling,40.47619,-3.692927
Combined models for topic spotting and topic-dependent language modeling,27.683939,84.43582
Phrase language models for detection and verification-based speech understanding,34.657887,135.21494
Learning to bridge colloquial and formal language applied to linking and search of E-Commerce data,54.721443,55.943977
A syllable-scale framework for language identification,37.601284,127.13237
Multilingual probabilistic topic modeling and its applications in web mining and search,39.94302,116.28591
THE DESIGN AND TESTING OF A FIRST-ORDER LOGIC-BASED STOCHASTIC MODELING LANGUAGE,17.31295,76.87425
Training candidate selection for effective rejection in open-set language identification,34.75988,113.69638
Intuitive Topic Discovery by Incorporating Word-Pair's Connection Into LDA,51.280804,-0.791673
Comparison of information retrieval models for question answering,52.530796,13.382415
Recent topics in speech recognition research at NTT laboratories,35.760372,50.91988
Language recognition system using language branch discriminative information,26.20301,78.194374
A NEURAL NETWORK MODEL FOR THE SIMULATION OF WORD PRODUCTION ERRORS OF FINNISH NOUNS,31.957087,35.94578
Introduction to probabilistic models in IR,-32.058075,115.751686
Finding Our Way in Perplexity: The Meanings of Sex in the Analysis of a Gay Man,44.40544,8.942674
Probabilistic lexical modeling and unsupervised training for zero-resourced ASR,29.766308,-95.35916
Flexible speech act based dialogue management,52.13232,-106.64151
Cross-lingual text classification with model translation and document translation,-19.885101,-43.917797
Improved recognition of Hungarian call center conversations,35.679222,139.78668
Multi-view features in a DNN-CRF model for improved sentence unit detection on English broadcast news,35.813934,127.08958
Automatic speaker and language recognition,-39.813988,-73.247894
A HYBRID LANGUAGE MODEL BASED ON STATISTICS AND LINGUISTIC RULES,45.764072,3.112276
Filtering artificial texts with statistical machine learning techniques,39.08051,-77.23398
Translating EXPRESS language model into C language model,35.072,-78.8945
Peking and Indochina: The Perplexity of Victory,7.762731,4.60126
Good Ol＊ Boy Talk versus the Blogosphere in the Case of Former Senator George Allen,37.542732,126.683784
Generating sentence from motion by using large-scale and high-order N-grams,32.054943,118.764946
A comparison of rule-based and statistical methods for semantic language modeling and confidence measurement,-0.875798,100.38096
Learning to recommend questions based on public interest,37.544098,126.94755
Phonotactic language recognition based on DNN-HMM acoustic model,22.6042,120.39
Web Catchphrase Improve System Employing Onomatopoeia and Large-Scale N-gram Corpus,45.7826,21.215443
Language identification in code-switching speech using word-based lexical model,-6.7716,39.237347
Japanese OCR Error Correction Using Stochastic Morphological Analyzer and Probabilistic Word N-gram Model,22.912697,57.67187
Randomized maximum entropy language models,39.745796,-105.007515
The Adaptation Schemes In PR-SVM Based Language Recognition,51.50981,-0.141014
Speaker adaptation by variable reference model subspace and application to large vocabulary speech recognition,40.44204,-3.69962
A Topic Model of Observing Chinese Characters,48.435246,35.046494
Hamlet: a prototype of a voice-activated typewriter,38.848213,-76.98813
Parts of Speech Tagging for Afaan Oromo,51.53845,46.007668
Extracting N-gram terms collocation from tagged Arabic corpus,52.05731,4.264889
Domain-specific model transformation in building quantity take-off,23.734707,92.66489
Cross-language spoken document retrieval using HMM-based retrieval model with multi-scale fusion,27.484089,-109.933846
A Context-free Grammar-based Language Model for String Recognition,44.805004,10.308548
Using data mining techniques and rough set theory for language modeling,31.28917,121.48828
Solving English Questions through Applying Collective Intelligence,36.99532,35.31463
Refining generative language models using discriminative learning,35.94027,-83.94502
A syntactic time-series model for parsing fluent and disfluent speech,42.366146,14.152241
